Time ,memUsage ,cpuUsage ,cost ,requestThroughput ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 15:32:55 UTC 2014,9.9587,45.7711,0.24,0.7,2,,
Thu Feb 20 15:33:01 UTC 2014,9.9587,45.7711,0.24,0.7,2,,
Thu Feb 20 15:33:07 UTC 2014,9.9587,35.4332,0.24,0.7,2,,
Thu Feb 20 15:33:12 UTC 2014,9.9587,35.4332,0.24,0.7,2,,
Thu Feb 20 15:33:18 UTC 2014,9.9587,35.4332,0.24,0.7,2,,
Thu Feb 20 15:33:23 UTC 2014,9.9587,35.4332,0.24,0.7,2,,
Thu Feb 20 15:33:29 UTC 2014,9.9587,35.4332,0.24,0.7,2,,
Thu Feb 20 15:33:35 UTC 2014,9.9587,35.4332,0.24,0.7,2,,
Thu Feb 20 15:33:41 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:33:47 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:33:53 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:33:58 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:34:04 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:34:09 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:34:15 UTC 2014,9.9587,33.5526,0.24,0.6333,2,,
Thu Feb 20 15:34:21 UTC 2014,9.9587,34.4978,0.24,0.871,2,,
Thu Feb 20 15:34:26 UTC 2014,9.9587,34.4978,0.24,0.871,2,,
Thu Feb 20 15:34:32 UTC 2014,9.9587,34.4978,0.24,0.871,2,,
Thu Feb 20 15:34:37 UTC 2014,9.9587,34.4978,0.24,0.871,2,,
Thu Feb 20 15:34:43 UTC 2014,9.9587,34.4978,0.24,0.871,2,,
Thu Feb 20 15:34:48 UTC 2014,9.9648,46.5897,0.24,0.8065,2,,
Thu Feb 20 15:34:55 UTC 2014,9.9648,46.5897,0.24,0.8065,2,,
Thu Feb 20 15:35:01 UTC 2014,9.9648,46.5897,0.24,0.8065,2,,
Thu Feb 20 15:35:07 UTC 2014,9.9648,46.5897,0.24,0.8065,2,,
Thu Feb 20 15:35:12 UTC 2014,9.9648,46.5897,0.24,0.8065,2,,
Thu Feb 20 15:35:18 UTC 2014,9.9587,38.0939,0.24,0.7333,2,,
Thu Feb 20 15:35:24 UTC 2014,9.9587,38.0939,0.24,0.7333,2,,
Thu Feb 20 15:35:29 UTC 2014,9.9587,38.0939,0.24,0.7333,2,,
Thu Feb 20 15:35:35 UTC 2014,9.9587,38.0939,0.24,0.7333,2,,
Thu Feb 20 15:35:41 UTC 2014,9.9587,38.0939,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:35:52 UTC 2014,9.9648,42.8144,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:02 UTC 2014,9.9587,38.781,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:13 UTC 2014,9.9587,38.781,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:24 UTC 2014,9.9587,48.259,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:34 UTC 2014,9.9648,48.3981,0.24,0.7667,2,,
Thu Feb 20 15:36:40 UTC 2014,9.9648,48.3981,0.24,0.7667,2,,
Thu Feb 20 15:36:45 UTC 2014,9.9648,48.3981,0.24,0.7667,2,,
Thu Feb 20 15:36:51 UTC 2014,9.9648,48.3981,0.24,0.7667,2,,
Thu Feb 20 15:36:56 UTC 2014,9.9648,48.3981,0.24,0.7667,2,,
Thu Feb 20 15:37:02 UTC 2014,9.9587,32.9473,0.24,0.6667,2,,
Thu Feb 20 15:37:08 UTC 2014,9.9587,32.9473,0.24,0.6667,2,,
Thu Feb 20 15:37:14 UTC 2014,9.9587,32.9473,0.24,0.6667,2,,
Thu Feb 20 15:37:20 UTC 2014,9.9587,32.9473,0.24,0.6667,2,,
Thu Feb 20 15:37:25 UTC 2014,9.9587,32.9473,0.24,0.6667,2,,
Thu Feb 20 15:37:30 UTC 2014,9.9587,32.9473,0.24,0.6667,2,,
Thu Feb 20 15:37:36 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:37:42 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:37:48 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:37:53 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:37:59 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:38:04 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:38:10 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:38:15 UTC 2014,9.9648,30.901,0.24,0.8333,2,,
Thu Feb 20 15:38:21 UTC 2014,9.9525,41.55,0.24,0.7667,2,,
Thu Feb 20 15:38:27 UTC 2014,9.9525,41.55,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:37 UTC 2014,9.9525,41.55,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:48 UTC 2014,9.9525,23.8974,0.24,0.7667,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:58 UTC 2014,9.9525,29.2044,0.24,0.7,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:39:09 UTC 2014,9.9525,29.2044,0.24,0.7,2,,
Thu Feb 20 15:39:15 UTC 2014,9.9525,29.2044,0.24,0.7,2,,
Thu Feb 20 15:39:22 UTC 2014,9.9525,29.2044,0.24,0.7,2,,
Thu Feb 20 15:39:28 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:39:34 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:39:39 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:39:45 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:39:50 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:39:56 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:40:01 UTC 2014,9.965,27.7204,0.24,0.7667,2,,
Thu Feb 20 15:40:06 UTC 2014,9.965,31.9321,0.24,0.7742,2,,
Thu Feb 20 15:40:13 UTC 2014,9.965,31.9321,0.24,0.7742,2,,
Thu Feb 20 15:40:18 UTC 2014,9.965,31.9321,0.24,0.7742,2,,
Thu Feb 20 15:40:24 UTC 2014,9.965,21.3255,0.24,0.7,2,,
Thu Feb 20 15:40:29 UTC 2014,9.965,21.3255,0.24,0.7,2,,
Thu Feb 20 15:40:35 UTC 2014,9.965,21.3255,0.24,0.7,2,,
Thu Feb 20 15:40:40 UTC 2014,9.965,21.3255,0.24,0.7,2,,
Thu Feb 20 15:40:45 UTC 2014,9.965,41.3828,0.24,0.7,2,,
Thu Feb 20 15:40:50 UTC 2014,9.965,34.25,0.24,0.8333,2,,
Thu Feb 20 15:40:56 UTC 2014,9.9589,34.25,0.24,0.8333,2,,
Thu Feb 20 15:41:01 UTC 2014,9.9589,34.25,0.24,0.8333,2,,
Thu Feb 20 15:41:06 UTC 2014,9.9589,48.1019,0.24,0.8333,2,,
Thu Feb 20 15:41:11 UTC 2014,9.9589,48.1019,0.24,0.8333,2,,
Thu Feb 20 15:41:16 UTC 2014,9.9589,47.8523,0.24,0.7667,2,,
Thu Feb 20 15:41:22 UTC 2014,9.9589,47.8523,0.24,0.7667,2,,
Thu Feb 20 15:41:28 UTC 2014,9.9589,47.8523,0.24,0.7667,2,,
Thu Feb 20 15:41:34 UTC 2014,9.9589,47.8523,0.24,0.7667,2,,
Thu Feb 20 15:41:39 UTC 2014,9.9589,47.8523,0.24,0.7667,2,,
Thu Feb 20 15:41:45 UTC 2014,9.9714,46.6534,0.24,0.7667,2,,
Thu Feb 20 15:41:50 UTC 2014,9.9714,44.9798,0.24,0.8,2,,
Thu Feb 20 15:41:55 UTC 2014,9.9714,44.9798,0.24,0.8,2,,
Thu Feb 20 15:42:00 UTC 2014,9.9654,44.9798,0.24,0.8,2,,
Thu Feb 20 15:42:05 UTC 2014,9.9654,44.9798,0.24,0.8,2,,
Thu Feb 20 15:42:11 UTC 2014,9.9654,48.3053,0.24,0.7742,2,,
Thu Feb 20 15:42:16 UTC 2014,9.9654,48.3053,0.24,0.7742,2,,
Thu Feb 20 15:42:21 UTC 2014,9.9654,46.1078,0.24,0.7742,2,,
Thu Feb 20 15:42:27 UTC 2014,9.9654,46.1078,0.24,0.7742,2,,
Thu Feb 20 15:42:32 UTC 2014,9.9654,46.1078,0.24,0.7742,2,,
Thu Feb 20 15:42:37 UTC 2014,9.9654,46.1078,0.24,0.7742,2,,
Thu Feb 20 15:42:43 UTC 2014,9.9654,46.1078,0.24,0.7742,2,,
Thu Feb 20 15:42:48 UTC 2014,9.9714,38.3092,0.24,0.6333,2,,
Thu Feb 20 15:42:53 UTC 2014,9.9714,38.3092,0.24,0.6333,2,,
Thu Feb 20 15:42:58 UTC 2014,9.9654,40.2614,0.24,0.6333,2,,
Thu Feb 20 15:43:04 UTC 2014,9.9654,40.2614,0.24,0.6333,2,,
Thu Feb 20 15:43:09 UTC 2014,9.9654,40.5713,0.24,0.6333,2,,
Thu Feb 20 15:43:14 UTC 2014,9.9654,40.5713,0.24,0.6333,2,,
Thu Feb 20 15:43:19 UTC 2014,9.9654,40.5713,0.24,0.6333,2,,
Thu Feb 20 15:43:25 UTC 2014,9.9654,45.5272,0.24,0.9,2,,
Thu Feb 20 15:43:30 UTC 2014,9.9654,39.6188,0.24,0.9,2,,
Thu Feb 20 15:43:35 UTC 2014,9.9654,39.6188,0.24,0.9,2,,
Thu Feb 20 15:43:40 UTC 2014,9.9654,39.6687,0.24,0.9,2,,
Thu Feb 20 15:43:46 UTC 2014,9.9654,48.2,0.24,0.7742,2,,
Thu Feb 20 15:43:51 UTC 2014,9.9654,38.7517,0.24,0.7742,2,,
Thu Feb 20 15:43:56 UTC 2014,9.9654,38.7517,0.24,0.7742,2,,
Thu Feb 20 15:44:02 UTC 2014,9.9654,38.7517,0.24,0.7742,2,,
Thu Feb 20 15:44:07 UTC 2014,9.9654,38.7517,0.24,0.7742,2,,
Thu Feb 20 15:44:12 UTC 2014,9.9654,38.4991,0.24,0.7742,2,,
Thu Feb 20 15:44:17 UTC 2014,9.9654,43.2293,0.24,0.7,2,,
Thu Feb 20 15:44:22 UTC 2014,9.9654,43.2293,0.24,0.7,2,,
Thu Feb 20 15:44:28 UTC 2014,9.9658,42.7057,0.24,0.7,2,,
Thu Feb 20 15:44:33 UTC 2014,9.9658,42.7057,0.24,0.7,2,,
Thu Feb 20 15:44:38 UTC 2014,9.9658,42.7057,0.24,0.7,2,,
Thu Feb 20 15:44:44 UTC 2014,9.9658,42.7057,0.24,0.7,2,,
Thu Feb 20 15:44:50 UTC 2014,9.9658,47.6025,0.24,0.8065,2,,
Thu Feb 20 15:44:55 UTC 2014,9.9658,47.6025,0.24,0.8065,2,,
Thu Feb 20 15:45:01 UTC 2014,9.9658,47.6025,0.24,0.8065,2,,
Thu Feb 20 15:45:06 UTC 2014,9.9658,47.6025,0.24,0.8065,2,,
Thu Feb 20 15:45:12 UTC 2014,9.9658,47.6025,0.24,0.8065,2,,
Thu Feb 20 15:45:17 UTC 2014,9.9658,47.7501,0.24,0.8,2,,
Thu Feb 20 15:45:22 UTC 2014,9.9658,47.7501,0.24,0.8,2,,
Thu Feb 20 15:45:28 UTC 2014,9.9658,47.7501,0.24,0.8,2,,
Thu Feb 20 15:45:34 UTC 2014,9.9658,47.7501,0.24,0.8,2,,
Thu Feb 20 15:45:39 UTC 2014,9.9658,46.7869,0.24,0.8,2,,
Thu Feb 20 15:45:44 UTC 2014,9.9658,46.7869,0.24,0.8,2,,
Thu Feb 20 15:45:50 UTC 2014,9.9658,46.7869,0.24,0.8,2,,
Thu Feb 20 15:45:55 UTC 2014,9.9658,46.7869,0.24,0.8,2,,
Thu Feb 20 15:46:01 UTC 2014,9.9658,46.7869,0.24,0.8,2,,
Thu Feb 20 15:46:07 UTC 2014,9.9658,46.7869,0.24,0.8,2,,
Thu Feb 20 15:46:13 UTC 2014,9.9658,48.2517,0.24,0.7742,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:24 UTC 2014,9.9658,48.2517,0.24,0.7742,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:34 UTC 2014,9.9658,48.5015,0.24,0.7742,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:45 UTC 2014,9.9658,48.5015,0.24,0.7742,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:55 UTC 2014,9.9658,48.5015,0.24,0.7742,2,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:47:06 UTC 2014,9.9718,48.45,0.24,0.7812,2,,
Thu Feb 20 15:47:16 UTC 2014,9.9718,48.45,0.24,0.7812,2,,
Thu Feb 20 15:47:22 UTC 2014,9.9718,48.45,0.24,0.7812,2,,
Thu Feb 20 15:47:27 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:47:32 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:47:38 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:47:44 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:47:49 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:47:56 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:48:01 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:48:07 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:48:12 UTC 2014,9.9658,48.2018,0.24,0.7812,2,,
Thu Feb 20 15:48:18 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:24 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:29 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:35 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:40 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:46 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:51 UTC 2014,9.9718,48.25,0.24,0.7667,2,,
Thu Feb 20 15:48:57 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:04 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:09 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:14 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:20 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:26 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:31 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:37 UTC 2014,9.9718,47.7498,0.24,0.6562,2,,
Thu Feb 20 15:49:43 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:49:49 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:49:54 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:50:00 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:50:05 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:50:11 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:50:16 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:50:22 UTC 2014,9.9658,47.7523,0.24,0.697,2,,
Thu Feb 20 15:50:28 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:50:34 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:50:40 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:50:46 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:50:51 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:50:56 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:51:02 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:51:08 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:51:14 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:51:19 UTC 2014,9.9658,47.6501,0.24,0.9333,2,,
Thu Feb 20 15:51:25 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:51:30 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:51:36 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:51:42 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:51:47 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:51:53 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:51:58 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:52:04 UTC 2014,9.9718,45.6957,0.24,0.697,2,,
Thu Feb 20 15:52:10 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:16 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:21 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:27 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:32 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:38 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:44 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:49 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:52:55 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:53:00 UTC 2014,9.9718,47.5525,0.24,0.9062,2,,
Thu Feb 20 15:53:06 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:11 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:17 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:24 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:30 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:35 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:41 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:46 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:52 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:53:58 UTC 2014,9.9718,48.0501,0.24,0.8,2,,
Thu Feb 20 15:54:04 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:10 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:16 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:21 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:27 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:32 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:37 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:44 UTC 2014,9.9718,47.7001,0.24,0.8,2,,
Thu Feb 20 15:54:50 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:54:55 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:55:01 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:55:06 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:55:12 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:55:17 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:55:23 UTC 2014,9.9718,47.7977,0.24,0.8667,2,,
Thu Feb 20 15:55:29 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:55:36 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:55:41 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:55:47 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:55:53 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:55:58 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:56:05 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:56:10 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:56:16 UTC 2014,9.9718,48.148,0.24,0.7419,2,,
Thu Feb 20 15:56:22 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:56:27 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:56:33 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:56:38 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:56:44 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:56:50 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:56:55 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:57:01 UTC 2014,9.9718,47.45,0.24,0.8333,2,,
Thu Feb 20 15:57:07 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:12 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:18 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:24 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:29 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:35 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:40 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:46 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:52 UTC 2014,9.9775,47.1001,0.24,0.8,2,,
Thu Feb 20 15:57:58 UTC 2014,9.9718,47.4026,0.24,0.6562,2,,
Thu Feb 20 15:58:04 UTC 2014,9.9718,47.4026,0.24,0.6562,2,,
Thu Feb 20 15:58:09 UTC 2014,9.9718,47.4026,0.24,0.6562,2,,
Thu Feb 20 15:58:15 UTC 2014,9.9718,47.4026,0.24,0.6562,2,,
Thu Feb 20 15:58:20 UTC 2014,9.9718,47.4026,0.24,0.6562,2,,
Thu Feb 20 15:58:26 UTC 2014,9.9718,47.4026,0.24,0.6562,2,,
