Time ,cpuUsage ,cost ,currentThreadsBusy ,memUsed ,requestThroughput ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 14:45:23 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:33 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:40 UTC 2014,75.0753,0.36,18.6667,38.5435,1.8333,3,,
Fri Feb 21 14:45:47 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,,
Fri Feb 21 14:45:54 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,,
Fri Feb 21 14:46:00 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:16 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:28 UTC 2014,42.5533,0.36,20.3333,40.6443,2.0333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:40 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:46:52 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:47:05 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:47:17 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,AppServer_scaleIn,AppServer
Fri Feb 21 14:47:29 UTC 2014,58.973,0.36,20.3333,41.7368,1.9333,3,,
Fri Feb 21 14:47:35 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:47:41 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:47:47 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:47:56 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:05 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:12 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:18 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:23 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:33 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:39 UTC 2014,68.7053,0.24,20,39.1153,1.3,2,,
Fri Feb 21 14:48:47 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:48:54 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:00 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:07 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:13 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:18 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:24 UTC 2014,74.2269,0.24,22.5,41.2319,1.2796,2,,
Fri Feb 21 14:49:29 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:35 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:41 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:50 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:49:55 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:04 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:09 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:15 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:23 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:29 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:36 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:42 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:49 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:50:55 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:51:03 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:51:09 UTC 2014,72.1834,0.24,26,44.3281,1.0871,2,,
Fri Feb 21 14:51:15 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:51:24 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:51:32 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:51:38 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:51:45 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:51:53 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:00 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:06 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:14 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:21 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:30 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:36 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:42 UTC 2014,55.2529,0.24,24.5,42.0783,1.2473,2,,
Fri Feb 21 14:52:48 UTC 2014,55.2529,0.24,24.5,44.287,1.2333,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:53:00 UTC 2014,41.9997,0.24,28.5,44.287,1.2333,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:53:12 UTC 2014,41.9997,0.24,28.5,44.287,1.2333,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:53:24 UTC 2014,41.9997,0.24,28.5,44.287,1.2333,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:53:36 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:53:48 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:53:55 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:01 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:07 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:12 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:19 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:25 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:31 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:37 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:44 UTC 2014,46.0135,0.24,30,44.9979,1.3667,2,,
Fri Feb 21 14:54:50 UTC 2014,51.7478,0.24,28.5,42.5112,1.4333,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:55:07 UTC 2014,51.7478,0.24,28.5,42.5112,1.4333,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:55:18 UTC 2014,51.7478,0.24,28.5,42.5112,1.4333,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:55:31 UTC 2014,58.9675,0.24,28.5,42.7613,1.5,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:55:43 UTC 2014,58.9675,0.24,28.5,42.7613,1.5,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:55:55 UTC 2014,58.9675,0.24,28.5,42.7613,1.5,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:56:07 UTC 2014,45.9353,0.24,28.5,42.4784,1.4,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:56:18 UTC 2014,45.9353,0.24,28.5,42.4784,1.4,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:56:30 UTC 2014,51.4101,0.24,28.5,41.013,1.4667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:56:45 UTC 2014,51.4101,0.24,28.5,41.013,1.4667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:56:57 UTC 2014,51.4101,0.24,28.5,41.013,1.4086,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:57:09 UTC 2014,43.6913,0.24,28,41.7688,1.4086,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:57:21 UTC 2014,43.6913,0.24,28,41.7688,1.4086,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:57:35 UTC 2014,43.6913,0.24,28,41.7688,1.4086,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:57:47 UTC 2014,52.9678,0.24,28.5,41.8362,1.3667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:57:59 UTC 2014,52.9678,0.24,28.5,41.8362,1.3667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:58:11 UTC 2014,52.9678,0.24,28.5,41.8362,1.3667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:58:23 UTC 2014,52.9678,0.24,28.5,41.8362,1.3667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:58:35 UTC 2014,44.3726,0.24,26.5,40.7815,1.6667,2,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 14:58:48 UTC 2014,44.3726,0.24,26.5,40.7815,1.6667,2,,
Fri Feb 21 14:58:53 UTC 2014,44.3726,0.24,26.5,40.7815,1.6667,2,,
Fri Feb 21 14:58:59 UTC 2014,44.3726,0.24,26.5,40.7815,1.6667,2,,
Fri Feb 21 14:59:05 UTC 2014,44.3726,0.24,26.5,40.7815,1.6667,2,,
Fri Feb 21 14:59:11 UTC 2014,44.3726,0.24,26.5,40.7815,1.6667,2,,
Fri Feb 21 14:59:19 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 14:59:25 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 14:59:31 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 14:59:37 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 14:59:44 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 14:59:52 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:01 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:07 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:13 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:19 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:27 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:35 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:43 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:53 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:00:59 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:01:06 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:01:12 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:01:18 UTC 2014,43.7504,0.24,31,43.6995,1.4333,2,,
Fri Feb 21 15:01:25 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:01:32 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:01:40 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:01:47 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:01:55 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:02:04 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:02:13 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:02:20 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:02:26 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:02:34 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,,
Fri Feb 21 15:02:43 UTC 2014,44.1877,0.24,31.5,44.6627,1.4333,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:02:57 UTC 2014,38.5863,0.24,30,42.9593,1.6,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:03:12 UTC 2014,38.5863,0.24,30,42.9593,1.6,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:03:24 UTC 2014,40.1347,0.24,29.5,42.7862,1.5,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:03:37 UTC 2014,61.293,0.24,30,43.8988,1.4333,2,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:03:49 UTC 2014,61.293,0.24,30,43.8988,1.4333,2,,
Fri Feb 21 15:03:55 UTC 2014,61.293,0.24,30,43.8988,1.4333,2,,
Fri Feb 21 15:04:00 UTC 2014,61.293,0.24,30,43.8988,1.4333,2,,
Fri Feb 21 15:04:07 UTC 2014,61.293,0.24,30,43.8988,1.4333,2,,
Fri Feb 21 15:04:15 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:04:21 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:04:29 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:04:34 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:04:40 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:04:46 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:04:54 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:05:00 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:05:06 UTC 2014,65.9586,0.24,34.5,47.0336,1.4,2,,
Fri Feb 21 15:05:12 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:18 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:25 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:32 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:40 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:46 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:52 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:05:58 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:06:04 UTC 2014,59.7367,0.24,34.5,47.5924,1.4667,2,,
Fri Feb 21 15:06:09 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:17 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:23 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:29 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:36 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:43 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:49 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:06:55 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:07:01 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:07:07 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:07:13 UTC 2014,52.5457,0.24,34,48.0097,1.5333,2,,
Fri Feb 21 15:07:20 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:07:25 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:07:34 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:07:40 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:07:46 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:07:52 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:08:00 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:08:06 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:08:12 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:08:18 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,,
Fri Feb 21 15:08:24 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:08:36 UTC 2014,51.1468,0.24,32.5,47.5678,1.5333,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:08:48 UTC 2014,54.0048,0.24,34,47.0522,1.5,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:09:01 UTC 2014,54.0048,0.24,34,47.0522,1.5,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:09:13 UTC 2014,54.0048,0.24,34,47.0522,1.5,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:09:25 UTC 2014,62.2703,0.24,34,63.2051,1.5,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:09:37 UTC 2014,62.2703,0.24,34,63.2051,1.5,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:09:49 UTC 2014,62.2703,0.24,34,63.2051,1.5,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:10:01 UTC 2014,61.2745,0.24,54.5,64.5405,1.4098,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:10:13 UTC 2014,61.2745,0.24,54.5,64.5405,1.4098,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:10:25 UTC 2014,59.2286,0.24,52.5,63.7041,1.4,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:10:37 UTC 2014,59.2286,0.24,52.5,63.7041,1.4,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:10:49 UTC 2014,59.2286,0.24,52.5,63.7041,1.4,2,AppServer_scaleIn,AppServer
Fri Feb 21 15:11:01 UTC 2014,95.8167,0.24,65,71.1758,0.7647,2,,
Fri Feb 21 15:11:13 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:21 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:27 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:33 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:41 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:48 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:53 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:11:59 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:12:05 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:12:12 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:12:19 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:12:24 UTC 2014,95.7043,0.12,65,68.8582,0.7647,1,,
Fri Feb 21 15:12:30 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:12:38 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:12:44 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:12:52 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:12:58 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:05 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:10 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:16 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:22 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:29 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:35 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:43 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:49 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:13:56 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:14:03 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:14:09 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:14:15 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:14:22 UTC 2014,95.7256,0.12,60,71.454,0.9706,1,,
Fri Feb 21 15:14:28 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:14:34 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:14:42 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:14:48 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:14:54 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:15:00 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:15:05 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:15:12 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:15:18 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:15:25 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,,
Fri Feb 21 15:15:31 UTC 2014,96.8064,0.12,56,63.1266,0.8065,1,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:15:43 UTC 2014,96.8064,0.12,56,63.1266,0.7667,1,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:15:55 UTC 2014,97.6024,0.12,57,69.2973,0.7667,1,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:16:06 UTC 2014,97.6024,0.12,55,66.8331,0.9333,1,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 15:16:19 UTC 2014,82.6,0.12,55,66.8331,0.9333,1,,
Fri Feb 21 15:16:29 UTC 2014,82.6,0.12,55,66.8331,0.9333,1,,
Fri Feb 21 15:16:34 UTC 2014,82.6,0.12,55,66.8331,0.9333,1,,
Fri Feb 21 15:16:42 UTC 2014,82.6,0.12,55,66.8331,0.9333,1,,
Fri Feb 21 15:16:48 UTC 2014,82.6,0.12,55,66.8331,0.9333,1,,
Fri Feb 21 15:16:55 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:01 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:10 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:16 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:23 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:30 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:37 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
Fri Feb 21 15:17:43 UTC 2014,54.3719,0.12,57,70.1863,0.871,1,,
