Time ,memUsage ,cpuUsage ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 15:24:31 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:24:40 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:24:46 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:24:54 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:25:02 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:25:08 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:25:15 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:25:21 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:25:26 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 15:25:36 UTC 2014,10.2853,0.2002,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 15:25:46 UTC 2014,10.2783,0.1,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 15:25:56 UTC 2014,10.2783,0.1,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 15:26:07 UTC 2014,10.2783,0.1,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 15:26:18 UTC 2014,10.2783,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:26:26 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:26:34 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:26:42 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:26:52 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:26:59 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:06 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:13 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:22 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:29 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:35 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:45 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:51 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:27:57 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:07 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:14 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:20 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:27 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:33 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:41 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:49 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:28:57 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:29:03 UTC 2014,10.2775,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:29:11 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:29:20 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 15:29:25 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:29:36 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:29:46 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:29:57 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:30:07 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:30:17 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:30:27 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:30:38 UTC 2014,10.2336,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:30:47 UTC 2014,10.2344,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:30:57 UTC 2014,10.2344,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:31:07 UTC 2014,10.2344,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:31:17 UTC 2014,10.2344,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:31:27 UTC 2014,10.2344,0.0,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:31:37 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:31:47 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:31:58 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,AppServer
Fri Feb 21 15:32:07 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:13 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:21 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:27 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:33 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:42 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:48 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:32:54 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:01 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:08 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:16 UTC 2014,10.2344,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:22 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:32 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:39 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:46 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:33:56 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:04 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:12 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:18 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:27 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:37 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:42 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:48 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:34:54 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:01 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:07 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:15 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:24 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:32 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:38 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:47 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:35:55 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:04 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:13 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:20 UTC 2014,10.2344,0.1,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:26 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:34 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:40 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:48 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:53 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:36:59 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:06 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:13 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:20 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:25 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:33 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:39 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:46 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:53 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:37:59 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:05 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:13 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:25 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:32 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:38 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:44 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:50 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:38:57 UTC 2014,10.2711,0.2004,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:02 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:09 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:15 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:21 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:27 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:34 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:40 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:46 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:53 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:39:59 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:05 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:11 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:17 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:24 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:30 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:36 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:42 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:47 UTC 2014,10.2491,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:40:53 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:00 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:06 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:12 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:19 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:25 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:31 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:37 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:43 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:49 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:41:55 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:02 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:09 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:15 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:22 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:27 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:33 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:40 UTC 2014,10.3341,0.3,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:45 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:51 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:42:57 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:03 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:11 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:17 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:23 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:29 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:34 UTC 2014,10.291,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:43:41 UTC 2014,10.291,0.1001,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:43:51 UTC 2014,10.2666,0.3003,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:44:01 UTC 2014,10.2666,0.3003,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:44:11 UTC 2014,10.2666,0.3003,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:44:21 UTC 2014,10.2726,0.4,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:44:30 UTC 2014,10.2726,0.4,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:44:41 UTC 2014,10.2726,0.4,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:44:51 UTC 2014,10.2726,0.4,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:45:01 UTC 2014,10.2463,0.0,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:45:11 UTC 2014,10.2463,0.0,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:45:21 UTC 2014,10.2463,0.0,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:45:31 UTC 2014,10.2471,0.1002,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:45:42 UTC 2014,10.2471,0.1002,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:45:52 UTC 2014,10.2471,0.1002,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:46:02 UTC 2014,10.2475,0.2,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:46:15 UTC 2014,10.2475,0.2,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:46:24 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,CassandraNode
Fri Feb 21 15:46:34 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:46:44 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:46:50 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:46:56 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:02 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:08 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:15 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:21 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:28 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:34 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:42 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:48 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:47:55 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:02 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:08 UTC 2014,10.2479,0.1996,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:16 UTC 2014,10.2483,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:22 UTC 2014,10.2483,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:29 UTC 2014,10.2483,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:36 UTC 2014,10.2483,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:43 UTC 2014,10.2483,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:49 UTC 2014,10.2483,0.1002,0.12,1.0,CassandraNode_scaleIn,
Fri Feb 21 15:48:55 UTC 2014,10.2483,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:04 UTC 2014,10.2483,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:12 UTC 2014,10.2483,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:19 UTC 2014,10.2483,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:24 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:31 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:37 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:44 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:50 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:49:56 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:03 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:11 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:17 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:23 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:30 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:35 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:43 UTC 2014,10.2422,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:48 UTC 2014,10.2442,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:50:55 UTC 2014,10.2442,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:51:02 UTC 2014,10.2442,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 15:51:09 UTC 2014,10.2442,0.1002,0.12,1.0,AppServer_scaleIn,
