Time ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Thu Feb 20 15:26:16 UTC 2014,34.3192,12,,
Thu Feb 20 15:26:21 UTC 2014,34.3192,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:29 UTC 2014,34.3192,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:36 UTC 2014,33.908,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:44 UTC 2014,33.908,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:52 UTC 2014,33.8525,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:26:59 UTC 2014,33.8525,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:07 UTC 2014,34.2359,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:14 UTC 2014,34.2359,12,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:27:22 UTC 2014,35.4418,12,,
Thu Feb 20 15:27:29 UTC 2014,35.4418,12,,
Thu Feb 20 15:27:36 UTC 2014,34.0027,13,,
Thu Feb 20 15:27:42 UTC 2014,34.0027,13,,
Thu Feb 20 15:27:47 UTC 2014,34.0027,13,,
Thu Feb 20 15:27:53 UTC 2014,34.0027,13,,
Thu Feb 20 15:27:58 UTC 2014,34.0027,13,,
Thu Feb 20 15:28:05 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:10 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:16 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:21 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:28 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:35 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:41 UTC 2014,32.6143,13,,
Thu Feb 20 15:28:47 UTC 2014,34.9065,13,,
Thu Feb 20 15:28:52 UTC 2014,34.9065,13,,
Thu Feb 20 15:28:57 UTC 2014,34.9065,13,,
Thu Feb 20 15:29:05 UTC 2014,34.9065,13,,
Thu Feb 20 15:29:11 UTC 2014,34.9065,13,,
Thu Feb 20 15:29:17 UTC 2014,35.2751,13,,
Thu Feb 20 15:29:22 UTC 2014,35.2751,13,,
Thu Feb 20 15:29:28 UTC 2014,35.2751,13,,
Thu Feb 20 15:29:34 UTC 2014,35.2751,13,,
Thu Feb 20 15:29:40 UTC 2014,35.2751,13,,
Thu Feb 20 15:29:45 UTC 2014,35.2751,13,,
Thu Feb 20 15:29:51 UTC 2014,33.3187,13,,
Thu Feb 20 15:29:56 UTC 2014,33.3187,13,,
Thu Feb 20 15:30:02 UTC 2014,33.3187,13,,
Thu Feb 20 15:30:07 UTC 2014,33.3187,13,,
Thu Feb 20 15:30:12 UTC 2014,39.2248,13,,
Thu Feb 20 15:30:19 UTC 2014,39.2248,13,,
Thu Feb 20 15:30:24 UTC 2014,39.2248,13,,
Thu Feb 20 15:30:30 UTC 2014,48.8288,13,,
Thu Feb 20 15:30:36 UTC 2014,49.0506,13,,
Thu Feb 20 15:30:41 UTC 2014,49.0506,13,,
Thu Feb 20 15:30:46 UTC 2014,49.0506,13,,
Thu Feb 20 15:30:52 UTC 2014,49.0506,13,,
Thu Feb 20 15:30:57 UTC 2014,49.0506,13,,
Thu Feb 20 15:31:02 UTC 2014,51.4272,13,,
Thu Feb 20 15:31:08 UTC 2014,52.6714,13,,
Thu Feb 20 15:31:13 UTC 2014,53.6215,13,,
Thu Feb 20 15:31:18 UTC 2014,53.6215,13,,
Thu Feb 20 15:31:25 UTC 2014,53.6215,13,,
Thu Feb 20 15:31:30 UTC 2014,53.6215,13,,
Thu Feb 20 15:31:35 UTC 2014,53.6215,13,,
Thu Feb 20 15:31:41 UTC 2014,53.6215,13,,
Thu Feb 20 15:31:47 UTC 2014,46.1236,13,,
Thu Feb 20 15:31:52 UTC 2014,46.1236,13,,
Thu Feb 20 15:31:58 UTC 2014,46.1236,13,,
Thu Feb 20 15:32:04 UTC 2014,46.1236,13,,
Thu Feb 20 15:32:09 UTC 2014,46.1236,13,,
Thu Feb 20 15:32:14 UTC 2014,46.1236,13,,
Thu Feb 20 15:32:20 UTC 2014,34.6605,13,,
Thu Feb 20 15:32:25 UTC 2014,34.6605,13,,
Thu Feb 20 15:32:31 UTC 2014,34.6605,13,,
Thu Feb 20 15:32:36 UTC 2014,30.1868,13,,
Thu Feb 20 15:32:42 UTC 2014,30.1868,13,,
Thu Feb 20 15:32:47 UTC 2014,30.1868,13,,
Thu Feb 20 15:32:53 UTC 2014,30.1868,13,,
Thu Feb 20 15:32:58 UTC 2014,30.1868,13,,
Thu Feb 20 15:33:04 UTC 2014,30.1868,13,,
Thu Feb 20 15:33:09 UTC 2014,22.6509,13,,
Thu Feb 20 15:33:16 UTC 2014,22.6509,13,,
Thu Feb 20 15:33:21 UTC 2014,22.6509,13,,
Thu Feb 20 15:33:28 UTC 2014,22.6509,13,,
Thu Feb 20 15:33:35 UTC 2014,22.6509,13,,
Thu Feb 20 15:33:40 UTC 2014,20.2425,13,,
Thu Feb 20 15:33:46 UTC 2014,20.2425,13,,
Thu Feb 20 15:33:52 UTC 2014,20.2425,13,,
Thu Feb 20 15:33:57 UTC 2014,20.2425,13,,
Thu Feb 20 15:34:02 UTC 2014,20.2425,13,,
Thu Feb 20 15:34:08 UTC 2014,20.2425,13,,
Thu Feb 20 15:34:14 UTC 2014,20.2425,13,,
Thu Feb 20 15:34:20 UTC 2014,20.4076,13,,
Thu Feb 20 15:34:25 UTC 2014,20.4076,13,,
Thu Feb 20 15:34:31 UTC 2014,20.4076,13,,
Thu Feb 20 15:34:36 UTC 2014,20.4076,13,,
Thu Feb 20 15:34:42 UTC 2014,20.4076,13,,
Thu Feb 20 15:34:48 UTC 2014,26.6933,13,,
Thu Feb 20 15:34:54 UTC 2014,26.6933,13,,
Thu Feb 20 15:35:00 UTC 2014,26.6933,13,,
Thu Feb 20 15:35:05 UTC 2014,26.6933,13,,
Thu Feb 20 15:35:11 UTC 2014,26.6933,13,,
Thu Feb 20 15:35:16 UTC 2014,23.1932,13,,
Thu Feb 20 15:35:22 UTC 2014,23.1932,13,,
Thu Feb 20 15:35:28 UTC 2014,23.1932,13,,
Thu Feb 20 15:35:35 UTC 2014,23.1932,13,,
Thu Feb 20 15:35:40 UTC 2014,23.1932,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:35:48 UTC 2014,32.464,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:35:55 UTC 2014,32.464,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:03 UTC 2014,24.0028,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:11 UTC 2014,24.0028,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:19 UTC 2014,28.8357,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:26 UTC 2014,28.8357,13,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:36:34 UTC 2014,28.8442,14,,
Thu Feb 20 15:36:40 UTC 2014,28.8442,14,,
Thu Feb 20 15:36:47 UTC 2014,28.8442,14,,
Thu Feb 20 15:36:52 UTC 2014,28.8442,14,,
Thu Feb 20 15:36:58 UTC 2014,28.8442,14,,
Thu Feb 20 15:37:03 UTC 2014,21.5074,14,,
Thu Feb 20 15:37:09 UTC 2014,21.5074,14,,
Thu Feb 20 15:37:14 UTC 2014,21.5074,14,,
Thu Feb 20 15:37:20 UTC 2014,21.5074,14,,
Thu Feb 20 15:37:25 UTC 2014,21.5074,14,,
Thu Feb 20 15:37:31 UTC 2014,21.5074,14,,
Thu Feb 20 15:37:37 UTC 2014,21.7004,14,,
Thu Feb 20 15:37:43 UTC 2014,21.7004,14,,
Thu Feb 20 15:37:48 UTC 2014,21.7004,14,,
Thu Feb 20 15:37:54 UTC 2014,21.7004,14,,
Thu Feb 20 15:37:59 UTC 2014,21.7004,14,,
Thu Feb 20 15:38:05 UTC 2014,21.7004,14,,
Thu Feb 20 15:38:10 UTC 2014,21.7004,14,,
Thu Feb 20 15:38:16 UTC 2014,21.7004,14,,
Thu Feb 20 15:38:22 UTC 2014,25.9382,14,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:29 UTC 2014,25.9382,14,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:37 UTC 2014,25.9382,14,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:44 UTC 2014,17.1029,14,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:38:52 UTC 2014,17.1029,14,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:39:00 UTC 2014,22.3458,14,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:39:07 UTC 2014,22.3458,14,,
Thu Feb 20 15:39:13 UTC 2014,22.3458,14,,
Thu Feb 20 15:39:19 UTC 2014,22.3458,14,,
Thu Feb 20 15:39:25 UTC 2014,22.3458,14,,
Thu Feb 20 15:39:30 UTC 2014,22.4034,15,,
Thu Feb 20 15:39:36 UTC 2014,22.4034,15,,
Thu Feb 20 15:39:42 UTC 2014,22.4034,15,,
Thu Feb 20 15:39:47 UTC 2014,22.4034,15,,
Thu Feb 20 15:39:53 UTC 2014,22.4034,15,,
Thu Feb 20 15:39:59 UTC 2014,22.4034,15,,
Thu Feb 20 15:40:05 UTC 2014,27.9145,15,,
Thu Feb 20 15:40:10 UTC 2014,27.9145,15,,
Thu Feb 20 15:40:16 UTC 2014,27.9145,15,,
Thu Feb 20 15:40:21 UTC 2014,27.9145,15,,
Thu Feb 20 15:40:27 UTC 2014,22.703,15,,
Thu Feb 20 15:40:32 UTC 2014,22.703,15,,
Thu Feb 20 15:40:38 UTC 2014,22.703,15,,
Thu Feb 20 15:40:44 UTC 2014,29.6379,15,,
Thu Feb 20 15:40:49 UTC 2014,26.1038,15,,
Thu Feb 20 15:40:54 UTC 2014,25.3392,15,,
Thu Feb 20 15:40:59 UTC 2014,25.3392,15,,
Thu Feb 20 15:41:04 UTC 2014,31.9927,15,,
Thu Feb 20 15:41:10 UTC 2014,31.9927,15,,
Thu Feb 20 15:41:15 UTC 2014,31.7342,15,,
Thu Feb 20 15:41:20 UTC 2014,31.7342,15,,
Thu Feb 20 15:41:26 UTC 2014,31.7342,15,,
Thu Feb 20 15:41:32 UTC 2014,31.7342,15,,
Thu Feb 20 15:41:37 UTC 2014,31.7342,15,,
Thu Feb 20 15:41:43 UTC 2014,100,15,,
Thu Feb 20 15:41:48 UTC 2014,31.4684,15,,
Thu Feb 20 15:41:53 UTC 2014,31.4684,15,,
Thu Feb 20 15:41:58 UTC 2014,31.2799,15,,
Thu Feb 20 15:42:04 UTC 2014,31.2799,15,,
Thu Feb 20 15:42:09 UTC 2014,31.2799,15,,
Thu Feb 20 15:42:14 UTC 2014,34.1617,15,,
Thu Feb 20 15:42:20 UTC 2014,34.1617,15,,
Thu Feb 20 15:42:25 UTC 2014,32.3628,15,,
Thu Feb 20 15:42:30 UTC 2014,32.3628,15,,
Thu Feb 20 15:42:35 UTC 2014,33.1634,15,,
Thu Feb 20 15:42:41 UTC 2014,33.1634,15,,
Thu Feb 20 15:42:46 UTC 2014,28.7969,15,,
Thu Feb 20 15:42:51 UTC 2014,28.7969,15,,
Thu Feb 20 15:42:57 UTC 2014,31.2959,15,,
Thu Feb 20 15:43:02 UTC 2014,31.2959,15,,
Thu Feb 20 15:43:07 UTC 2014,31.7233,15,,
Thu Feb 20 15:43:12 UTC 2014,31.7233,15,,
Thu Feb 20 15:43:17 UTC 2014,30.0012,15,,
Thu Feb 20 15:43:22 UTC 2014,30.0012,15,,
Thu Feb 20 15:43:28 UTC 2014,30.4763,15,,
Thu Feb 20 15:43:33 UTC 2014,27.5062,15,,
Thu Feb 20 15:43:38 UTC 2014,27.1833,15,,
Thu Feb 20 15:43:44 UTC 2014,31.4479,15,,
Thu Feb 20 15:43:49 UTC 2014,31.4479,15,,
Thu Feb 20 15:43:54 UTC 2014,27.532,15,,
Thu Feb 20 15:43:59 UTC 2014,27.5966,15,,
Thu Feb 20 15:44:04 UTC 2014,27.5966,15,,
Thu Feb 20 15:44:10 UTC 2014,27.0515,15,,
Thu Feb 20 15:44:15 UTC 2014,27.0515,15,,
Thu Feb 20 15:44:20 UTC 2014,29.5539,15,,
Thu Feb 20 15:44:26 UTC 2014,29.0916,15,,
Thu Feb 20 15:44:31 UTC 2014,29.0916,15,,
Thu Feb 20 15:44:36 UTC 2014,29.0916,15,,
Thu Feb 20 15:44:42 UTC 2014,29.0916,15,,
Thu Feb 20 15:44:47 UTC 2014,31.9413,15,,
Thu Feb 20 15:44:53 UTC 2014,31.9413,15,,
Thu Feb 20 15:44:58 UTC 2014,31.9413,15,,
Thu Feb 20 15:45:04 UTC 2014,31.9413,15,,
Thu Feb 20 15:45:09 UTC 2014,31.9413,15,,
Thu Feb 20 15:45:14 UTC 2014,32.5824,15,,
Thu Feb 20 15:45:20 UTC 2014,32.5824,15,,
Thu Feb 20 15:45:25 UTC 2014,32.5824,15,,
Thu Feb 20 15:45:31 UTC 2014,32.5824,15,,
Thu Feb 20 15:45:36 UTC 2014,31.7845,15,,
Thu Feb 20 15:45:42 UTC 2014,31.7845,15,,
Thu Feb 20 15:45:47 UTC 2014,31.7845,15,,
Thu Feb 20 15:45:53 UTC 2014,31.7845,15,,
Thu Feb 20 15:45:59 UTC 2014,31.7845,15,,
Thu Feb 20 15:46:04 UTC 2014,31.7845,15,,
Thu Feb 20 15:46:10 UTC 2014,31.7845,15,,
Thu Feb 20 15:46:15 UTC 2014,36.014,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:23 UTC 2014,36.014,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:30 UTC 2014,36.014,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:38 UTC 2014,32.7737,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:46 UTC 2014,32.7737,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:46:53 UTC 2014,32.7737,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:47:01 UTC 2014,43.6064,15,CassandraNode_scaleOut,CassandraNode
Thu Feb 20 15:47:09 UTC 2014,43.6064,15,,
Thu Feb 20 15:47:16 UTC 2014,43.6064,15,,
Thu Feb 20 15:47:22 UTC 2014,43.6064,15,,
Thu Feb 20 15:47:28 UTC 2014,34.9122,16,,
Thu Feb 20 15:47:34 UTC 2014,34.9122,16,,
Thu Feb 20 15:47:39 UTC 2014,34.9122,16,,
Thu Feb 20 15:47:45 UTC 2014,34.9122,16,,
Thu Feb 20 15:47:50 UTC 2014,34.9122,16,,
Thu Feb 20 15:47:56 UTC 2014,34.9122,16,,
Thu Feb 20 15:48:03 UTC 2014,34.9122,16,,
Thu Feb 20 15:48:09 UTC 2014,34.9122,16,,
Thu Feb 20 15:48:15 UTC 2014,34.9122,16,,
Thu Feb 20 15:48:20 UTC 2014,46.426,16,,
Thu Feb 20 15:48:26 UTC 2014,46.426,16,,
Thu Feb 20 15:48:31 UTC 2014,46.426,16,,
Thu Feb 20 15:48:37 UTC 2014,46.426,16,,
Thu Feb 20 15:48:42 UTC 2014,46.426,16,,
Thu Feb 20 15:48:48 UTC 2014,46.426,16,,
Thu Feb 20 15:48:54 UTC 2014,37.2274,16,,
Thu Feb 20 15:48:59 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:06 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:11 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:17 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:22 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:28 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:35 UTC 2014,37.2274,16,,
Thu Feb 20 15:49:41 UTC 2014,47.0312,16,,
Thu Feb 20 15:49:47 UTC 2014,47.0312,16,,
Thu Feb 20 15:49:52 UTC 2014,47.0312,16,,
Thu Feb 20 15:49:57 UTC 2014,47.0312,16,,
Thu Feb 20 15:50:03 UTC 2014,47.0312,16,,
Thu Feb 20 15:50:08 UTC 2014,47.0312,16,,
Thu Feb 20 15:50:14 UTC 2014,47.0312,16,,
Thu Feb 20 15:50:20 UTC 2014,47.0312,16,,
Thu Feb 20 15:50:25 UTC 2014,47.0312,16,,
Thu Feb 20 15:50:31 UTC 2014,50.9221,16,,
Thu Feb 20 15:50:37 UTC 2014,50.9221,16,,
Thu Feb 20 15:50:43 UTC 2014,50.9221,16,,
Thu Feb 20 15:50:48 UTC 2014,50.9221,16,,
Thu Feb 20 15:50:54 UTC 2014,50.9221,16,,
Thu Feb 20 15:51:00 UTC 2014,50.9221,16,,
Thu Feb 20 15:51:06 UTC 2014,50.9221,16,,
Thu Feb 20 15:51:11 UTC 2014,50.9221,16,,
Thu Feb 20 15:51:17 UTC 2014,50.9221,16,,
Thu Feb 20 15:51:22 UTC 2014,45.2299,16,,
Thu Feb 20 15:51:28 UTC 2014,45.2299,16,,
Thu Feb 20 15:51:34 UTC 2014,45.2299,16,,
Thu Feb 20 15:51:39 UTC 2014,45.2299,16,,
Thu Feb 20 15:51:45 UTC 2014,45.2299,16,,
Thu Feb 20 15:51:51 UTC 2014,45.2299,16,,
Thu Feb 20 15:51:56 UTC 2014,45.2299,16,,
Thu Feb 20 15:52:02 UTC 2014,45.2299,16,,
Thu Feb 20 15:52:08 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:14 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:19 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:25 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:30 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:36 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:41 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:47 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:52 UTC 2014,35.7783,16,,
Thu Feb 20 15:52:58 UTC 2014,35.7783,16,,
Thu Feb 20 15:53:04 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:10 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:15 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:21 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:27 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:32 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:38 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:44 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:49 UTC 2014,36.9373,16,,
Thu Feb 20 15:53:55 UTC 2014,36.9373,16,,
Thu Feb 20 15:54:00 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:06 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:12 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:18 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:24 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:30 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:35 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:41 UTC 2014,47.1337,16,,
Thu Feb 20 15:54:47 UTC 2014,40.6317,16,,
Thu Feb 20 15:54:52 UTC 2014,40.6317,16,,
Thu Feb 20 15:54:57 UTC 2014,40.6317,16,,
Thu Feb 20 15:55:04 UTC 2014,40.6317,16,,
Thu Feb 20 15:55:09 UTC 2014,40.6317,16,,
Thu Feb 20 15:55:15 UTC 2014,40.6317,16,,
Thu Feb 20 15:55:20 UTC 2014,40.6317,16,,
Thu Feb 20 15:55:26 UTC 2014,40.6317,16,AppServer_scaleIn,AppServer
Thu Feb 20 15:55:33 UTC 2014,46.9012,16,,
Thu Feb 20 15:55:39 UTC 2014,46.9012,16,,
Thu Feb 20 15:55:45 UTC 2014,46.9012,16,,
Thu Feb 20 15:55:50 UTC 2014,46.9012,16,,
Thu Feb 20 15:55:56 UTC 2014,46.9012,16,,
Thu Feb 20 15:56:01 UTC 2014,46.9012,16,,
Thu Feb 20 15:56:07 UTC 2014,46.9012,16,,
Thu Feb 20 15:56:12 UTC 2014,46.9012,16,,
Thu Feb 20 15:56:18 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:24 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:29 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:35 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:40 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:46 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:52 UTC 2014,38.1556,16,,
Thu Feb 20 15:56:57 UTC 2014,38.1556,16,,
Thu Feb 20 15:57:03 UTC 2014,38.1556,16,,
Thu Feb 20 15:57:09 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:15 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:20 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:26 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:31 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:37 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:42 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:48 UTC 2014,47.0221,16,,
Thu Feb 20 15:57:53 UTC 2014,41.4472,16,,
Thu Feb 20 15:57:59 UTC 2014,41.4472,16,,
Thu Feb 20 15:58:05 UTC 2014,41.4472,16,,
Thu Feb 20 15:58:10 UTC 2014,41.4472,16,,
Thu Feb 20 15:58:16 UTC 2014,41.4472,16,,
Thu Feb 20 15:58:21 UTC 2014,41.4472,16,,
